StatID,TeamID,SeasonType,Season,Name,Team,Wins,Losses,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1005657,3,2,2023,Atlanta Hawks,ATL,2,2,4,822.40,961,26,163.00,348.00,46.8,116.00,227.00,51.1,47.00,121.00,38.8,78.00,99.00,78.8,34.00,143.00,177.00,90.00,21.00,15.00,48.00,82.00,451.00,858.40,878.75,25.00,0.00,0.00
1011173,3,1,2023,Atlanta Hawks,ATL,41,41,82,18100.30,19854,49,3658.00,7574.00,48.3,2776.00,5069.00,54.8,882.00,2505.00,35.2,1513.00,1850.00,81.8,920.00,2719.00,3639.00,2049.00,580.00,401.00,1013.00,1541.00,9711.00,19081.30,19397.75,120.00,111.00,1.00
1095196,3,3,2023,Atlanta Hawks,ATL,3,4,7,1551.70,1680,0,309.00,674.00,45.8,215.00,409.00,52.6,94.00,265.00,35.5,99.00,129.00,76.7,95.00,231.00,326.00,173.00,51.00,37.00,86.00,119.00,811.00,1639.70,1668.50,-105.00,7.00,0.00
1011194,8,1,2023,Brooklyn Nets,BKN,45,37,82,17545.90,19698,41,3399.00,6978.00,48.7,2351.00,4207.00,55.9,1048.00,2771.00,37.8,1449.00,1811.00,80.0,674.00,2648.00,3322.00,2093.00,585.00,506.00,1057.00,1730.00,9295.00,18636.90,18857.50,335.00,58.00,3.00
1096776,8,3,2023,Brooklyn Nets,BKN,0,4,4,697.50,929,55,136.00,309.00,44.0,91.00,171.00,53.2,45.00,138.00,32.6,53.00,73.00,72.6,23.00,117.00,140.00,89.00,21.00,15.00,46.00,62.00,370.00,733.50,753.00,-228.00,2.00,0.00
1004104,8,2,2023,Brooklyn Nets,BKN,2,2,4,806.90,960,0,145.00,324.00,44.8,106.00,198.00,53.5,39.00,126.00,31.0,78.00,106.00,73.6,33.00,144.00,177.00,97.00,39.00,23.00,82.00,94.00,407.00,868.90,877.75,-140.00,1.00,0.00
1010178,9,1,2023,Boston Celtics,BOS,57,25,82,18269.40,19979,56,3460.00,7278.00,47.5,2145.00,3786.00,56.7,1315.00,3492.00,37.7,1436.00,1769.00,81.2,796.00,2921.00,3717.00,2186.00,521.00,430.00,1043.00,1542.00,9671.00,19220.40,19751.25,2678.00,74.00,2.00
1003291,9,2,2023,Boston Celtics,BOS,2,2,4,917.90,1010,0,171.00,363.00,47.1,95.00,166.00,57.2,76.00,197.00,38.6,81.00,98.00,82.7,39.00,163.00,202.00,123.00,17.00,15.00,72.00,101.00,499.00,949.90,1005.00,205.00,2.00,0.00
1096777,9,3,2023,Boston Celtics,BOS,11,9,20,4249.70,4825,0,817.00,1710.00,47.8,536.00,937.00,57.2,281.00,773.00,36.4,324.00,400.00,81.0,189.00,672.00,861.00,483.00,120.00,127.00,241.00,343.00,2239.00,4496.70,4583.75,335.00,20.00,0.00
1011189,2,1,2023,Charlotte Hornets,CHA,27,55,82,17570.20,19831,29,3385.00,7413.00,45.7,2504.00,4744.00,52.8,881.00,2669.00,33.0,1447.00,1933.00,74.9,901.00,2750.00,3651.00,2062.00,634.00,425.00,1120.00,1661.00,9098.00,18629.20,18877.75,-2556.00,77.00,3.00
1003292,2,2,2023,Charlotte Hornets,CHA,0,5,5,983.40,1200,0,184.00,462.00,39.8,148.00,305.00,48.5,36.00,157.00,22.9,90.00,130.00,69.2,71.00,166.00,237.00,92.00,43.00,31.00,81.00,108.00,494.00,1057.40,1053.75,-445.00,0.00,0.00
1004783,11,2,2023,Chicago Bulls,CHI,3,1,4,931.40,960,0,186.00,351.00,53.0,139.00,233.00,59.7,47.00,118.00,39.8,79.00,94.00,84.0,38.00,149.00,187.00,120.00,33.00,20.00,77.00,92.00,498.00,984.40,1005.75,270.00,2.00,0.00
1011191,11,1,2023,Chicago Bulls,CHI,40,42,82,17440.60,19905,51,3488.00,7116.00,49.0,2634.00,4749.00,55.5,854.00,2367.00,36.1,1446.00,1788.00,80.9,694.00,2779.00,3473.00,2006.00,644.00,371.00,1042.00,1551.00,9276.00,18455.60,18673.25,530.00,72.00,1.00
1095761,11,3,2023,Chicago Bulls,CHI,1,1,2,386.60,480,0,78.00,168.00,46.4,63.00,114.00,55.3,15.00,54.00,27.8,29.00,37.00,78.4,13.00,60.00,73.00,44.00,14.00,13.00,21.00,47.00,200.00,413.60,409.75,-35.00,1.00,0.00
1096778,12,3,2023,Cleveland Cavaliers,CLE,1,4,5,891.20,1200,0,176.00,392.00,44.9,126.00,239.00,52.7,50.00,153.00,32.7,69.00,93.00,74.2,46.00,140.00,186.00,110.00,34.00,20.00,76.00,102.00,471.00,945.20,971.00,-135.00,5.00,0.00
1011174,12,1,2023,Cleveland Cavaliers,CLE,51,31,82,17235.30,19868,4,3408.00,6985.00,48.8,2458.00,4396.00,55.9,950.00,2589.00,36.7,1439.00,1844.00,78.0,795.00,2574.00,3369.00,2045.00,586.00,384.00,1020.00,1560.00,9205.00,18205.30,18519.25,2196.00,87.00,0.00
1005201,12,2,2023,Cleveland Cavaliers,CLE,1,3,4,820.70,960,0,151.00,342.00,44.2,103.00,219.00,47.0,48.00,123.00,39.0,72.00,97.00,74.2,37.00,139.00,176.00,91.00,30.00,25.00,59.00,89.00,422.00,875.70,887.50,-85.00,3.00,0.00
1005202,25,2,2023,Dallas Mavericks,DAL,2,1,3,618.50,720,0,108.00,248.00,43.5,61.00,113.00,54.0,47.00,135.00,34.8,55.00,71.00,77.5,18.00,97.00,115.00,73.00,36.00,15.00,49.00,69.00,318.00,669.50,675.25,55.00,2.00,0.00
1011184,25,1,2023,Dallas Mavericks,DAL,38,44,82,16682.20,19911,11,3283.00,6909.00,47.5,2037.00,3547.00,57.4,1246.00,3362.00,37.1,1554.00,2057.00,75.5,625.00,2556.00,3181.00,1880.00,514.00,304.00,957.00,1697.00,9366.00,17500.20,18052.25,39.00,56.00,11.00
1011192,20,1,2023,Denver Nuggets,DEN,53,29,82,18117.40,19755,3,3574.00,7088.00,50.4,2605.00,4529.00,57.5,969.00,2559.00,37.9,1378.00,1834.00,75.1,828.00,2699.00,3527.00,2368.00,618.00,368.00,1134.00,1525.00,9495.00,19103.40,19559.75,1367.00,85.00,31.00
1004102,20,2,2023,Denver Nuggets,DEN,3,2,5,995.40,1200,0,202.00,410.00,49.3,147.00,266.00,55.3,55.00,144.00,38.2,107.00,144.00,74.3,46.00,151.00,197.00,104.00,39.00,19.00,79.00,106.00,566.00,1053.40,1072.25,-45.00,0.00,0.00
1097220,20,3,2023,Denver Nuggets,DEN,16,4,20,4346.50,4825,0,845.00,1719.00,49.2,620.00,1119.00,55.4,225.00,600.00,37.5,354.00,442.00,80.1,201.00,694.00,895.00,515.00,137.00,84.00,211.00,385.00,2269.00,4567.50,4691.75,830.00,33.00,11.00
1004784,14,2,2023,Detroit Pistons,DET,0,4,4,789.70,979,46,142.00,357.00,39.8,87.00,178.00,48.9,55.00,179.00,30.7,78.00,100.00,78.0,44.00,147.00,191.00,91.00,19.00,23.00,77.00,106.00,417.00,831.70,865.25,-281.00,0.00,0.00
1011193,14,1,2023,Detroit Pistons,DET,17,65,82,16622.00,19804,43,3244.00,7140.00,45.4,2310.00,4481.00,51.6,934.00,2659.00,35.1,1623.00,2106.00,77.1,916.00,2564.00,3480.00,1884.00,574.00,308.00,1189.00,1813.00,9045.00,17504.00,17959.50,-3370.00,68.00,0.00
1096779,26,3,2023,Golden State Warriors,GS,6,7,13,2883.40,3105,19,545.00,1217.00,44.8,357.00,664.00,53.8,188.00,553.00,34.0,192.00,256.00,75.0,163.00,449.00,612.00,366.00,94.00,60.00,178.00,298.00,1470.00,3037.40,3110.50,-12.00,7.00,1.00
1010179,26,1,2023,Golden State Warriors,GS,44,38,82,18344.60,19828,56,3538.00,7393.00,47.9,2175.00,3853.00,56.4,1363.00,3540.00,38.5,1314.00,1655.00,79.4,865.00,2793.00,3658.00,2446.00,587.00,323.00,1287.00,1757.00,9753.00,19254.60,19926.00,740.00,48.00,1.00
1002671,26,2,2023,Golden State Warriors,GS,3,2,5,1041.40,1233,37,194.00,415.00,46.7,128.00,234.00,54.7,66.00,181.00,36.5,110.00,143.00,76.9,55.00,177.00,232.00,110.00,41.00,17.00,82.00,128.00,564.00,1099.40,1127.00,188.00,0.00,0.00
1003456,22,2,2023,Houston Rockets,HOU,3,1,4,915.10,960,0,174.00,363.00,47.9,112.00,215.00,52.1,62.00,148.00,41.9,72.00,98.00,73.5,57.00,156.00,213.00,101.00,34.00,18.00,78.00,96.00,482.00,967.10,998.75,270.00,2.00,0.00
1011187,22,1,2023,Houston Rockets,HOU,22,60,82,17068.50,19754,41,3329.00,7287.00,45.7,2473.00,4668.00,53.0,856.00,2619.00,32.7,1567.00,2078.00,75.4,1100.00,2695.00,3795.00,1835.00,600.00,374.00,1267.00,1679.00,9081.00,18042.50,18427.75,-3221.00,66.00,3.00
1011185,13,1,2023,Indiana Pacers,IND,35,47,82,18003.90,19755,18,3444.00,7345.00,46.9,2332.00,4316.00,54.0,1112.00,3029.00,36.7,1535.00,1944.00,79.0,832.00,2575.00,3407.00,2213.00,631.00,478.00,1157.00,1741.00,9535.00,19112.90,19431.75,-1306.00,80.00,1.00
1005203,13,2,2023,Indiana Pacers,IND,2,2,4,899.40,960,0,169.00,366.00,46.2,129.00,232.00,55.6,40.00,134.00,29.9,81.00,101.00,80.2,43.00,144.00,187.00,108.00,27.00,32.00,64.00,99.00,459.00,958.40,960.75,45.00,0.00,0.00
1004103,28,2,2023,Los Angeles Clippers,LAC,1,2,3,653.40,720,0,111.00,250.00,44.4,69.00,141.00,48.9,42.00,109.00,38.5,70.00,85.00,82.4,20.00,107.00,127.00,76.00,31.00,22.00,53.00,67.00,334.00,706.40,707.25,-40.00,0.00,0.00
1011862,28,1,2023,Los Angeles Clippers,LAC,44,38,82,17284.50,19829,53,3370.00,7059.00,47.7,2329.00,4324.00,53.9,1041.00,2735.00,38.1,1533.00,1962.00,78.1,803.00,2742.00,3545.00,1959.00,580.00,364.00,1110.00,1598.00,9314.00,18228.50,18624.25,203.00,56.00,1.00
1097222,28,3,2023,Los Angeles Clippers,LAC,1,4,5,1019.00,1200,0,204.00,443.00,46.0,143.00,274.00,52.2,61.00,169.00,36.1,109.00,132.00,82.6,59.00,141.00,200.00,108.00,33.00,21.00,69.00,115.00,578.00,1073.00,1100.00,-160.00,4.00,0.00
1095199,27,3,2023,Los Angeles Lakers,LAL,9,8,17,3710.40,4130,0,695.00,1486.00,46.8,523.00,971.00,53.9,172.00,515.00,33.4,343.00,421.00,81.5,157.00,605.00,762.00,426.00,117.00,109.00,200.00,294.00,1905.00,3936.40,3972.00,220.00,25.00,0.00
1010180,27,1,2023,Los Angeles Lakers,LAL,43,39,82,17917.60,19879,37,3516.00,7298.00,48.2,2631.00,4740.00,55.5,885.00,2558.00,34.6,1691.00,2182.00,77.5,818.00,2930.00,3748.00,2072.00,526.00,378.00,1104.00,1466.00,9608.00,18821.60,19263.00,235.00,97.00,6.00
1004096,27,2,2023,Los Angeles Lakers,LAL,1,5,6,1149.40,1482,22,203.00,497.00,40.8,137.00,277.00,49.5,66.00,220.00,30.0,140.00,192.00,72.9,44.00,223.00,267.00,124.00,33.00,34.00,103.00,129.00,612.00,1216.40,1251.75,-484.00,3.00,0.00
1002984,21,2,2023,Memphis Grizzlies,MEM,3,2,5,1092.80,1200,12,191.00,427.00,44.7,145.00,262.00,55.3,46.00,165.00,27.9,127.00,173.00,73.4,61.00,173.00,234.00,118.00,60.00,24.00,88.00,95.00,555.00,1176.80,1171.50,128.00,0.00,0.00
1011176,21,1,2023,Memphis Grizzlies,MEM,51,31,82,18623.10,19779,41,3585.00,7551.00,47.5,2600.00,4744.00,54.8,985.00,2807.00,35.1,1432.00,1954.00,73.3,988.00,2835.00,3823.00,2135.00,680.00,473.00,1060.00,1643.00,9587.00,19776.10,19962.75,1615.00,69.00,8.00
1097221,21,3,2023,Memphis Grizzlies,MEM,2,4,6,1216.80,1465,0,230.00,572.00,40.2,158.00,341.00,46.3,72.00,231.00,31.2,96.00,115.00,83.5,79.00,200.00,279.00,140.00,40.00,21.00,78.00,123.00,628.00,1277.80,1314.75,-225.00,6.00,0.00
1011182,4,1,2023,Miami Heat,MIA,44,38,82,16653.30,19788,25,3215.00,6991.00,46.0,2235.00,4139.00,54.0,980.00,2852.00,34.4,1567.00,1885.00,83.1,796.00,2533.00,3329.00,1955.00,655.00,243.00,1047.00,1516.00,8977.00,17551.30,17921.75,-148.00,57.00,2.00
1095197,4,3,2023,Miami Heat,MIA,14,11,25,5047.70,6025,0,985.00,2166.00,45.5,670.00,1328.00,50.5,315.00,838.00,37.6,414.00,507.00,81.7,228.00,788.00,1016.00,585.00,175.00,88.00,274.00,501.00,2699.00,5310.70,5424.50,175.00,19.00,1.00
1004781,4,2,2023,Miami Heat,MIA,4,1,5,1128.80,1200,0,198.00,459.00,43.1,123.00,244.00,50.4,75.00,215.00,34.9,98.00,123.00,79.7,61.00,163.00,224.00,140.00,54.00,24.00,75.00,119.00,569.00,1206.80,1218.00,235.00,2.00,0.00
1002983,15,2,2023,Milwaukee Bucks,MIL,0,5,5,974.40,1200,0,182.00,431.00,42.2,111.00,228.00,48.7,71.00,203.00,35.0,90.00,119.00,75.6,60.00,162.00,222.00,110.00,42.00,15.00,96.00,117.00,525.00,1031.40,1070.50,-285.00,1.00,0.00
1011861,15,1,2023,Milwaukee Bucks,MIL,58,24,82,18258.10,19829,35,3504.00,7411.00,47.3,2287.00,4105.00,55.7,1217.00,3306.00,36.8,1364.00,1837.00,74.3,914.00,3074.00,3988.00,2115.00,521.00,403.00,1137.00,1481.00,9589.00,19182.10,19832.50,1490.00,121.00,6.00
1097219,15,3,2023,Milwaukee Bucks,MIL,1,4,5,1092.40,1225,0,220.00,463.00,47.5,142.00,257.00,55.3,78.00,206.00,37.9,76.00,107.00,71.0,51.00,171.00,222.00,134.00,33.00,18.00,71.00,94.00,594.00,1143.40,1191.50,-130.00,7.00,1.00
1095198,16,3,2023,Minnesota Timberwolves,MIN,2,5,7,1445.00,1730,2,268.00,579.00,46.3,183.00,345.00,53.0,85.00,234.00,36.3,128.00,162.00,79.0,55.00,225.00,280.00,172.00,57.00,43.00,98.00,149.00,749.00,1545.00,1568.50,-125.00,12.00,0.00
1011188,16,1,2023,Minnesota Timberwolves,MIN,42,40,82,17823.50,19797,6,3515.00,7167.00,49.0,2518.00,4436.00,56.8,997.00,2731.00,36.5,1467.00,1942.00,75.5,749.00,2686.00,3435.00,2145.00,657.00,444.00,1212.00,1768.00,9494.00,18924.50,19222.75,-10.00,76.00,3.00
1004782,16,2,2023,Minnesota Timberwolves,MIN,4,1,5,1141.60,1200,0,207.00,449.00,46.1,150.00,275.00,54.5,57.00,174.00,32.8,103.00,139.00,74.1,33.00,205.00,238.00,134.00,53.00,23.00,71.00,115.00,574.00,1217.60,1220.50,110.00,2.00,0.00
1004779,23,2,2023,New Orleans Pelicans,NO,4,1,5,1132.50,1200,0,205.00,452.00,45.4,154.00,292.00,52.7,51.00,160.00,31.9,109.00,144.00,75.7,57.00,188.00,245.00,135.00,47.00,28.00,84.00,125.00,570.00,1207.50,1216.75,80.00,3.00,0.00
1011171,23,1,2023,New Orleans Pelicans,NO,42,40,82,17747.60,19827,5,3447.00,7180.00,48.0,2548.00,4712.00,54.1,899.00,2468.00,36.4,1585.00,2000.00,79.2,866.00,2717.00,3583.00,2122.00,681.00,337.00,1149.00,1678.00,9378.00,18765.60,19055.75,773.00,66.00,2.00
1095763,23,3,2023,New Orleans Pelicans,NO,0,1,1,223.10,240,0,42.00,87.00,48.3,33.00,59.00,55.9,9.00,28.00,32.1,25.00,30.00,83.3,14.00,34.00,48.00,27.00,5.00,4.00,11.00,23.00,118.00,232.10,237.00,-25.00,1.00,0.00
1096774,6,3,2023,New York Knicks,NY,6,5,11,2114.80,2637,51,388.00,896.00,43.3,283.00,536.00,52.8,105.00,360.00,29.2,220.00,295.00,74.6,142.00,357.00,499.00,206.00,77.00,49.00,146.00,214.00,1101.00,2240.80,2280.25,18.00,10.00,0.00
1011175,6,1,2023,New York Knicks,NY,47,35,82,17665.20,19938,40,3444.00,7328.00,47.0,2407.00,4398.00,54.7,1037.00,2930.00,35.4,1589.00,2087.00,76.1,1031.00,2790.00,3821.00,1880.00,527.00,340.00,988.00,1666.00,9514.00,18532.20,18973.75,1199.00,70.00,0.00
1004780,6,2,2023,New York Knicks,NY,3,1,4,911.50,960,0,167.00,383.00,43.6,117.00,230.00,50.9,50.00,153.00,32.7,69.00,84.00,82.1,51.00,149.00,200.00,101.00,34.00,25.00,51.00,82.00,453.00,970.50,975.00,225.00,2.00,0.00
1004098,18,2,2023,Oklahoma City Thunder,OKC,3,1,4,854.30,960,37,158.00,336.00,47.0,116.00,203.00,57.1,42.00,133.00,31.6,83.00,114.00,72.8,44.00,140.00,184.00,91.00,42.00,22.00,72.00,89.00,441.00,918.30,922.00,153.00,1.00,0.00
1011179,18,1,2023,Oklahoma City Thunder,OKC,40,42,82,17943.80,19854,15,3533.00,7590.00,46.5,2538.00,4793.00,53.0,995.00,2797.00,35.6,1572.00,1944.00,80.9,934.00,2645.00,3579.00,2002.00,676.00,341.00,1021.00,1722.00,9633.00,18960.80,19217.75,445.00,49.00,5.00
1095762,18,3,2023,Oklahoma City Thunder,OKC,1,1,2,410.00,480,0,74.00,181.00,40.9,50.00,104.00,48.1,24.00,77.00,31.2,46.00,52.00,88.5,25.00,55.00,80.00,44.00,16.00,11.00,24.00,39.00,218.00,437.00,439.50,-100.00,1.00,0.00
1011186,5,1,2023,Orlando Magic,ORL,34,48,82,17042.20,19782,37,3323.00,7074.00,47.0,2440.00,4523.00,53.9,883.00,2551.00,34.6,1607.00,2050.00,78.4,833.00,2713.00,3546.00,1906.00,603.00,382.00,1178.00,1652.00,9136.00,18027.20,18328.00,-1049.00,52.00,0.00
1004101,5,2,2023,Orlando Magic,ORL,4,1,5,1060.30,1200,0,189.00,427.00,44.3,126.00,227.00,55.5,63.00,200.00,31.5,91.00,113.00,80.5,53.00,181.00,234.00,117.00,52.00,29.00,90.00,117.00,532.00,1141.30,1151.50,30.00,2.00,0.00
1004097,7,2,2023,Philadelphia 76ers,PHI,4,0,4,907.80,960,0,165.00,384.00,43.0,113.00,234.00,48.3,52.00,150.00,34.7,70.00,81.00,86.4,52.00,137.00,189.00,92.00,52.00,20.00,53.00,90.00,452.00,979.80,969.75,205.00,0.00,0.00
1010181,7,1,2023,Philadelphia 76ers,PHI,54,28,82,17565.70,19879,40,3347.00,6870.00,48.7,2312.00,4195.00,55.1,1035.00,2675.00,38.7,1719.00,2058.00,83.5,715.00,2641.00,3356.00,2063.00,635.00,389.00,1052.00,1675.00,9448.00,18589.70,18933.00,1770.00,92.00,6.00
1096775,7,3,2023,Philadelphia 76ers,PHI,7,4,11,2176.60,2699,9,404.00,924.00,43.7,270.00,551.00,49.0,134.00,373.00,35.9,186.00,210.00,88.6,110.00,363.00,473.00,210.00,84.00,58.00,118.00,206.00,1128.00,2318.60,2348.75,-116.00,15.00,0.00
1011172,29,1,2023,Phoenix Suns,PHO,45,37,82,18004.10,19774,18,3453.00,7388.00,46.7,2452.00,4714.00,52.0,1001.00,2674.00,37.4,1412.00,1781.00,79.3,971.00,2657.00,3628.00,2235.00,585.00,432.00,1055.00,1739.00,9319.00,19021.10,19327.50,860.00,76.00,0.00
1005200,29,2,2023,Phoenix Suns,PHO,1,2,3,650.20,720,0,107.00,266.00,40.2,75.00,159.00,47.2,32.00,107.00,29.9,82.00,96.00,85.4,36.00,110.00,146.00,68.00,29.00,18.00,49.00,84.00,328.00,697.20,702.50,5.00,3.00,0.00
1097223,29,3,2023,Phoenix Suns,PHO,6,5,11,2326.00,2640,0,474.00,955.00,49.6,371.00,671.00,55.3,103.00,284.00,36.3,205.00,257.00,79.8,101.00,339.00,440.00,270.00,69.00,62.00,125.00,242.00,1256.00,2457.00,2480.00,-125.00,12.00,0.00
1004100,19,2,2023,Portland Trail Blazers,POR,0,4,4,724.70,960,0,128.00,314.00,40.8,92.00,200.00,46.0,36.00,114.00,31.6,98.00,132.00,74.2,39.00,117.00,156.00,75.00,30.00,23.00,71.00,93.00,390.00,777.70,786.00,-435.00,0.00,0.00
1011183,19,1,2023,Portland Trail Blazers,POR,33,49,82,16998.50,19729,54,3317.00,7001.00,47.4,2261.00,4108.00,55.0,1056.00,2893.00,36.5,1609.00,2021.00,79.6,774.00,2551.00,3325.00,1981.00,553.00,376.00,1120.00,1643.00,9299.00,17927.50,18342.75,-1645.00,56.00,2.00
1011178,24,1,2023,San Antonio Spurs,SA,22,60,82,17497.80,19852,34,3533.00,7593.00,46.5,2622.00,4953.00,52.9,911.00,2640.00,34.5,1292.00,1739.00,74.3,964.00,2620.00,3584.00,2232.00,572.00,322.00,1208.00,1630.00,9269.00,18391.80,18804.00,-4114.00,41.00,2.00
1003454,24,2,2023,San Antonio Spurs,SA,1,4,5,1019.50,1200,0,184.00,438.00,42.0,131.00,259.00,50.6,53.00,179.00,29.6,94.00,132.00,71.2,58.00,177.00,235.00,119.00,39.00,29.00,92.00,116.00,515.00,1087.50,1103.75,-264.00,0.00,0.00
1004099,30,2,2023,Sacramento Kings,SAC,4,0,4,892.30,960,0,169.00,355.00,47.6,105.00,203.00,51.7,64.00,152.00,42.1,67.00,99.00,67.7,41.00,138.00,179.00,93.00,45.00,17.00,55.00,109.00,469.00,954.30,960.75,545.00,0.00,0.00
1096780,30,3,2023,Sacramento Kings,SAC,3,4,7,1497.80,1680,0,287.00,669.00,42.9,202.00,391.00,51.7,85.00,278.00,30.6,137.00,180.00,76.1,98.00,236.00,334.00,154.00,54.00,30.00,98.00,158.00,796.00,1581.80,1613.50,-75.00,5.00,0.00
1011180,30,1,2023,Sacramento Kings,SAC,48,34,82,18052.70,19814,24,3573.00,7232.00,49.4,2445.00,4172.00,58.6,1128.00,3060.00,36.9,1624.00,2055.00,79.0,782.00,2699.00,3481.00,2237.00,574.00,275.00,1076.00,1617.00,9898.00,18901.70,19492.25,1084.00,82.00,14.00
1011181,10,1,2023,Toronto Raptors,TOR,41,41,82,17901.10,19804,53,3434.00,7489.00,45.9,2554.00,4863.00,52.5,880.00,2626.00,33.5,1506.00,1922.00,78.4,1043.00,2485.00,3528.00,1961.00,772.00,424.00,920.00,1641.00,9254.00,19097.10,19103.50,605.00,79.00,4.00
1095760,10,3,2023,Toronto Raptors,TOR,0,1,1,205.50,239,49,38.00,87.00,43.7,27.00,56.00,48.2,11.00,31.00,35.5,18.00,36.00,50.0,16.00,34.00,50.00,23.00,5.00,5.00,14.00,18.00,105.00,215.50,223.50,-20.00,2.00,0.00
1003455,10,2,2023,Toronto Raptors,TOR,3,2,5,1119.60,1250,0,211.00,482.00,43.8,171.00,318.00,53.8,40.00,164.00,24.4,112.00,162.00,69.1,75.00,188.00,263.00,96.00,50.00,30.00,74.00,118.00,574.00,1199.60,1191.25,40.00,1.00,0.00
1003457,17,2,2023,Utah Jazz,UTA,1,3,4,808.40,960,0,151.00,366.00,41.3,109.00,225.00,48.4,42.00,141.00,29.8,61.00,95.00,64.2,56.00,141.00,197.00,94.00,33.00,19.00,78.00,91.00,405.00,860.40,881.25,-180.00,2.00,0.00
1011190,17,1,2023,Utah Jazz,UTA,37,45,82,17943.90,19804,49,3485.00,7365.00,47.3,2391.00,4266.00,56.0,1094.00,3099.00,35.3,1536.00,1955.00,78.6,968.00,2794.00,3762.00,2129.00,500.00,429.00,1222.00,1679.00,9600.00,18872.90,19410.00,-385.00,80.00,0.00
1011177,1,1,2023,Washington Wizards,WAS,35,47,82,17574.30,19730,14,3456.00,7127.00,48.5,2531.00,4526.00,55.9,925.00,2601.00,35.6,1442.00,1838.00,78.5,775.00,2804.00,3579.00,2083.00,561.00,424.00,1094.00,1539.00,9279.00,18559.30,18857.25,-493.00,61.00,1.00
1002672,1,2,2023,Washington Wizards,WAS,1,3,4,814.70,960,0,139.00,349.00,39.8,103.00,205.00,50.2,36.00,144.00,25.0,73.00,99.00,73.7,36.00,130.00,166.00,95.00,39.00,31.00,54.00,91.00,387.00,884.70,869.50,-125.00,1.00,0.00
